0.566667,5.76667,23.25,14.3333,44.0667,88.9833,59.45,42.3333,59.5167,49.2667,141.433,107.283,145.083,104.133,112.15,101.1,157.6,141.067,90,125.15,98.2333,144.4,131.05,147.533,114.15,139.333,125.167,80.4833,125.867,151.867,111.9,133.95,84.0333,108.1,162.05,147.317,96.8667,162.133,94.9667,158.65,98.1667,130.05,140.867,115.467,98.0167,175.6,137.383,203.2,107.483,86.55,132.833,109.767,104.3,104.25,169.5,115.367,96.5167,92.9333,123.733,102.5
5.75,0.766667,19.4333,10.7167,44.85,91,60.3,44.0667,59.5,49.6167,142.133,107.3,153.05,104.7,113.05,101.783,157.833,141.4,93.15,126.4,98.55,145.8,131.867,147.833,115.05,140.15,125.667,80.85,126.467,153.183,113.133,136.05,85.3,109.333,163.05,148.567,98.3833,163.4,96.1167,159.933,101.767,134.633,141.967,116.933,99.3667,177.15,138.617,158.35,108.683,87.85,134.067,111.067,104.267,104.933,169.55,119.783,97.45,92.0333,125.117,102.3
9.43333,7.11667,0.383333,14.65,45.4167,91.3667,59.75,44.5333,60.3,49.7667,144.533,109.783,154.867,106.433,115.45,104.5,160.25,144.617,94.7167,128.85,100.75,148.183,134.633,150.867,118.117,142.733,128.35,82.7333,128.95,162.267,115.617,138.35,84.6333,111.767,164.833,151.133,100.5,165.267,98.1167,162.25,97.7333,136.833,144.05,119.033,101.75,179.25,140.683,149.95,110.7,89.55,136.05,113.217,105.667,106.867,171.633,121.933,99.4667,94.7333,127,103.017
14.75,11.8167,15.25,0.333333,50.3,99.9833,66.0167,48.65,64.7167,55.15,148.45,113.117,168.8,110.05,119.117,108.283,163.483,148.017,98.3833,132.25,104.133,151.933,137.933,154.267,121,145.983,136.833,84.95,131.817,174.967,119.15,140.117,92.75,115.35,168.283,154.517,104.2,168.433,101.133,165.317,101.567,140.317,147.367,122.75,121.967,182.45,144.3,163.967,113.75,94.9667,138.95,116.767,109.383,110,186.533,125.433,102.45,92.7167,130.567,106.883
50.1167,51.1,60.0333,56.8833,0.75,79.9667,40.1333,45.2,42.1833,29.8333,130.433,86.4333,133.783,86.05,105.167,89.7,137.767,121.6,77.2333,114.017,75.35,163.017,111.767,127.883,92.3,119.817,103.3,62.75,105.667,135.083,99.5833,113.933,61.9667,95.7833,142.383,135.183,82.25,143.167,77.2,139.583,76.75,117.917,121.433,104.867,90.4,157.45,126.217,136.017,87.2333,68.75,113,102.067,85.3,82.6,151.183,107.733,74.0333,68.9667,112.25,78.6833
84.7667,96.2,102.917,101.967,80.85,2.41667,70.1333,53.2833,73.0167,75.2667,127.967,103.567,131.35,87.4167,96.5833,87.2,151.517,138.433,82.8333,111.683,96.2167,131.15,129.517,145.433,112.2,137.333,123.25,83.5833,124.167,145.15,97.2333,132.25,78.1167,93.4333,159.467,132.85,83.9833,160.35,105.933,153.633,85.7167,120.067,138.517,102.317,66.3833,163.55,123.917,133.667,105.817,83.5333,131.317,92.2167,98.8833,114.833,148.9,105.283,93,64.1167,109.933,106.4
66.55,77.5333,82.8667,79.5,45.25,71.2833,0.383333,49.9833,17.9,38.5,99.7333,65.35,104.75,51.3,75.3,60.1667,111.983,95.6167,52.3833,84.9167,53.25,104.15,85.8667,101.967,69.1,93.8333,80.65,36.1667,78.9667,110.583,71.7333,88.4167,37.95,67.3333,116.85,106.383,57.75,117.6,49.3667,114.05,57.95,93.3833,95.55,75.7167,70.4,131.817,96.9333,107.15,62.85,42.1,86.4167,66.1,63.9667,58.3,122.233,78.6833,54.4667,45.1667,83.35,67.25
36.85,39.5667,56.4833,47.5833,47.3333,55,45.9167,0.666667,40.5167,49.0667,113.95,103.583,117.633,75.8167,88.45,73.6,129.15,112.7,68.55,97.5667,86.35,115.867,102.717,118.95,86.45,110.95,124.35,57.3333,115.383,123.533,84.1667,106,69.7,80.2,133.567,119.533,69.3,134.317,82.7667,130.8,67.9833,105.5,112.5,87.4833,65.8333,148.733,110.133,120.017,97.05,57.05,122.45,79.55,76.7,87.1,135.483,90.1833,93.0833,57.0167,95.9833,73.5667
59.6833,60.6833,74.0833,66.8333,37.6667,66,17.1167,41.6167,0.116667,30.9333,96.9333,66.7833,100.567,50.1833,65.6167,55.8667,121.267,98.4,42.7667,80.75,61.5667,100.083,88.6667,105.017,71.75,96.7,97.4833,38.5667,88.0167,106.3,67.2333,91.2167,47.2,62.5333,119.933,101.983,52.7833,120.6,52.8833,116.5,50.65,89.45,98.4333,71.55,64.45,134.817,92.8167,103.2,72.0333,44.9,95.4667,63.15,50.5333,60.2667,118.417,74.4667,54.2167,40.0167,79.0167,61.1333
55.9333,57.3,69.5333,63.6667,22.55,73.9333,31.7333,40.6,31.0333,0.033333,119.95,77.9333,123.45,75.6333,90.1667,79.35,127.867,110.917,68.5667,103.667,67.25,153.433,101.4,117.583,84.3,109.75,94.5167,51.3,94.7667,129.55,89.9333,104.033,52.2167,85.9833,132.233,125.533,75.95,132.9,65.65,129.45,67.85,112.583,111.033,94.4167,85.1333,147.167,115.9,125.867,76.6667,57.1333,101.967,93.2333,76.0333,72.55,140.85,97.0833,66.6667,63.6833,101.683,72.35
147.233,148.383,166.583,154.217,126.067,129.767,102.9,111.817,98.6333,119.083,4.06667,112.433,63.85,115.633,82.0667,67.8833,91.35,128.533,97.7333,109.517,99.3333,35.1333,85.2333,101.167,93.3833,125.333,87.5667,129.95,87.1833,147.333,109.117,87.3667,129.183,104.8,116.05,143.2,80.7,116.8,128.017,113.133,113.083,141.483,119.1,124.467,118.617,104.517,21.4833,58.8,86.8167,131.283,101.133,53.65,84.4667,136.483,87.05,102.35,127.917,89.4167,59.9,111.867
103.417,105.5,119.367,111.483,87.8833,105.5,59.25,72.3667,81.9667,78.9167,114.483,0.566667,120.983,70.4,121.333,82.8167,125.483,76.4167,50.6833,100.317,21.5833,94.2167,62.2167,78.6,49.8167,72.6833,51.2,44.4167,63.4167,146.6,108.15,64.7,42.4333,103.883,93.2833,142.333,86.8167,93.9667,39.8833,90.3667,51.4833,157,72.0667,147.267,104.55,109.283,112.567,88.5,36.6167,29.8,60.7,83.1667,68.45,52.25,138.55,109.517,17.6,79.8,99.35,91.0667
146.3,147.467,168.183,155.183,127.733,131.45,104.517,112.733,100.25,120.65,67.65,117.617,0.616667,131.5,108.967,115.667,84.4833,113.633,100.467,126.45,153.7,69.9333,78.3167,94.1167,105.783,112.017,130.233,103.3,111.833,149.2,110.8,80.7333,97.8667,106.5,109.083,145,82.3167,138.417,125.317,105.417,97.0667,118.283,94.65,142.8,120.167,124.267,63.8,54.6167,101.167,103.6,121.583,84.6167,122.067,133.767,48.2167,104.25,112.833,91.0167,77.85,113.367
105.25,106.283,116.083,110.3,86.05,89.9833,56.8833,72.1,47.3167,78.9167,91.8,68.2,131.733,0.016667,56.5667,41.95,134.117,110.55,36.2,72.4333,50.25,106.267,128.75,113.867,93.8333,105.917,74.5,59.05,57.1667,114.017,82.3167,131.117,53.15,70.3333,128.883,109.333,45.3833,129.733,79.5667,125.9,43.9,79.05,107.767,62.0667,84.7333,126.883,87.7833,121.767,47.9667,59.3667,67.8667,39.1833,23.2333,86.05,111.267,65.4,69.5167,51.7167,68.2,72.8667
115.817,116.967,136.1,122.967,94.5,96.8333,71.7333,76.9,66.3667,90.3167,85.0167,112.033,111.183,66.9333,1.01667,28.2667,92.5,125.3,67.1833,34.6167,87.45,88.45,86.7833,102.65,95.2833,120.35,114.467,68.65,99.8333,114.35,76.3667,89.2167,72.75,71.15,117.467,133.667,29.7333,118.617,90.5667,113.283,74.7667,59.2333,103.183,35.5,85.4167,105.633,80.2167,73.85,85.6,68.9,109.683,39.05,58.4,99.25,90.2,57.3333,78.3,57.5667,48.6,79.2833
104.383,105.367,129.483,111.35,84.3833,86.3333,60.8,68.4333,57.7667,77.1333,73.2667,92.5667,74.95,47.3833,27.4333,0.533333,95.3167,118.117,57.7667,56.7,72.6167,77.7833,89.6333,105.5,116.3,113.2,97.0167,63.3833,81.5333,104.417,67.95,92.0833,58.8667,60.45,120.367,99.4167,28.2167,121.383,84.7333,117.383,58.7667,65.9833,106.033,49.6167,77.0333,108.283,69.2667,76.75,70.8333,64.5333,91.0667,34.2,42.8167,92.8833,92.6,58.8167,73.8,48.55,55.5833,71.3833
149.383,151.717,164.417,157.233,133.367,151.367,110.217,179.967,159.917,125.5,93,124.867,85.5833,134.483,91.7167,94.05,0.533333,101.667,130.083,104.583,110.083,97.4833,48.8333,62,79.1167,91.7833,103.867,143.717,100.9,167.533,130.5,51.1,138.7,126.167,80.4333,163.65,103.333,88.15,101.7,73,123.767,142.617,63.9,125.733,139.883,73.35,89,54.95,102.833,141.767,117.733,78.1667,130.05,141.95,103.417,128.55,140.15,111.517,91.95,133.317
135.05,137.183,151.117,143.267,117.45,139.333,93.6667,106.65,97.5333,110.283,128,75.25,116.15,109.583,122.917,121.883,95.1167,3.61667,83.9167,134.783,94.2,108.15,49.4167,76.5167,70.6333,63.0167,77.1,83.8333,104.65,178.7,141.9,59.5,78.5167,137.45,86.7333,175.117,122.5,114.467,85.3,88.5667,88.5167,225.567,60.2,215.133,138.167,128.017,132.867,87.6833,111.467,84.1,126.35,107.367,104.533,104.217,132.45,144.633,90.15,115.067,121.267,124.717
99.45,100.6,115.05,106.683,78.9333,83.8333,45.25,60.3333,37.4333,71.85,95.6,51.7667,98.4167,42.0833,65.2833,57.35,126.983,86.15,0.766667,77.9,34.3,98.1833,74.35,90.0167,59.2167,82.1,68.0833,29.8167,59.4833,118.017,80.4333,78.9,24.0333,74.2333,104.833,112.633,52.6667,105.9,49.0167,101.967,13.9333,85.5167,83.9167,68.3,83.25,120.667,113.917,100.467,42.5667,30.6167,65.2667,54.6667,38.9,65.0833,116.117,70.9833,42.2,72.7833,86.5,72.6167
127.117,128.25,147.45,134.15,105.5,110.5,83.3167,91.1,79.4667,99.9167,84.45,101.317,84.1167,81.3333,39.5,56.65,104.233,134.667,79.7667,0.2,84.3167,88.7833,98.6167,114.533,107.817,131.983,106.95,81.5667,92.6,128,89.6667,101.183,76.3333,85.45,129.517,154.267,63.7,130.233,103.617,126.45,75.6,91.1167,114.95,66.2333,99.3833,116.817,100.067,85.7667,82.1333,81.9,102.217,46.75,65.6333,112,101.817,80.0833,91.0333,70.45,60.7833,92.4333
113.617,114.733,118.05,110.383,90.3333,101.283,57.1667,85.1,59.5167,76.5833,98.9333,20.4667,98.5333,53.3,68.0333,67.7833,108.85,93.75,33.3167,80.7167,1.63333,79.5333,103.4,98.0667,70.3833,90.45,49.9333,47.3167,44.6,134.383,96.2167,105.883,42.3,91.8167,140.6,130.55,64.8333,114.1,54.7167,110.117,29.2167,138.1,92.1167,83.2667,100.467,128.8,96.75,112.6,17.3833,44.4333,42.3333,65.7,48.85,73.4,119.083,86.45,33,76.6333,101.083,86.6167
150.3,147.983,164.967,177.333,153.533,135.467,111.2,144.45,119.833,148,37.1833,85.2333,71.3333,96.5333,90.7833,79.0833,86.9167,100.55,87.15,115.4,69.8167,2.55,81.15,96.4167,72.4333,103.783,63.0833,100.967,62.8833,152.717,115.067,83.5167,100.5,110.6,119.967,148.85,88.1167,133.983,106.617,123.633,83.5167,127.367,90.4167,130.5,124.45,110.85,35.8833,66.2167,63.0333,98.8667,77.5,59.75,91.1333,114.417,94.0833,113.183,104.783,95.7833,66.6167,118.017
125.167,128,141.3,132.15,106.7,128.367,83.0167,95.6,86.65,100.183,87.45,64.2667,79.9167,128.35,85.95,88.35,48.0333,46.25,73.2333,98.55,103.833,89.6,0.85,37.5167,55.4333,45.6833,75.3,73.15,94.9667,161.75,124.7,12.4,67.85,120.3,55,158.017,97.5333,50.3667,82,47.8167,77.8667,136.65,27.8,119.85,127.367,65.85,107.267,53.9,96.6167,73.4333,111.567,70.9333,123.033,89.8,97.5,122.883,79.6167,105.4,84.9833,113.95
138.4,140.667,154.133,146.5,123.917,141.983,96.9,110.533,100.617,115.683,102.85,78.3,94.9333,111.2,101.117,103.533,62.8833,81.15,86.8,113.767,97.5167,110.65,35.7667,0.7,66.5167,72.2667,82.1667,87.0333,112.75,176.117,139.783,38.3333,81.7667,135.3,20.1667,172.717,112.95,44.3333,88.9,38.7,92.1,152.217,46.7333,134.483,141.383,57.65,98.6167,66.8167,114.417,87.5167,129.133,86.2333,106.867,102.017,112.667,138.067,93.5167,120.283,99.9833,127.967
110.683,112.5,126.55,118.55,97.2167,113.517,67.6167,81.5833,71.3833,86.75,103.733,51.3,104.267,90.7167,95.7667,94.7333,106.783,66.8,58.05,108.533,67.3667,86.0333,55.3,65.65,1.66667,65.2167,35.6333,81.0833,61.5333,153.517,115.917,64.55,82.4333,111.667,94.6833,149.933,107.667,81.3833,47.9667,77.45,62.6333,173.133,62.8,163.25,112.433,96.1667,101.683,76.3667,61.2,61.7333,74,104.767,87.1833,53.6333,122.167,118.133,65.95,89.4333,135.317,98.8
136.283,138.25,151.85,144.4,123.233,139.133,94.0833,107.667,97.6,113.833,135.683,73.0833,116.6,107.867,122.383,121.05,94.1833,59.2833,83.7167,134.65,119.567,118.317,45.3833,72.7833,63.6833,6.01667,82.1,83.9333,111.333,178.9,142.267,58,78.7333,137.867,85.2667,175,122.7,93.5833,91.5833,89.6833,89,228.9,57.2667,141.1,138.417,108.467,133.8,107.267,108.083,115.7,127.283,107.783,103.317,99.4333,134.183,144.2,90.6167,115.6,121.383,124.9
119.7,121.95,135.317,127.767,105.5,121.617,76.0833,119.067,97,96.6167,89.7667,52.3833,132.367,74.8833,88.2667,87.2167,103.75,74.6833,67.2,101.033,49.0167,75.65,74.1833,80.3333,37.6,74.3,0.85,68.6333,45.15,154.033,116.883,69.2667,76.0667,112.433,111.767,150.717,99.9833,96.1667,66.3333,92.2667,63.25,154.783,81.6667,145.233,126.3,111.05,88.9667,90.6333,41.9,77.8167,56.9167,86.5667,68.4333,81.3667,136.283,110.817,67.6,97.1167,126.55,107.5
89.15,91.3167,101.817,93.9333,74.8,84.6833,34.6333,58.6167,38.2,62,102.1,45.7667,104.65,67,71.1667,68.7,100.9,85.7167,31.2333,83.7833,55.8667,114.75,73.7167,90.7,60.1833,82.8833,70.8,1.35,72.0667,128.1,90.1167,77.5667,20.5833,85.7667,105.85,124.3,70.3167,106.383,40.5333,102.467,32.0833,106.2,84.4333,89.2,86.6833,121.133,98.1333,99.4667,56.0167,18.6333,78.05,63.2,61.9833,56.3333,122.35,92.4833,36.2667,65.8333,82.75,75.9833
123.9,140.667,139.5,146.633,124.417,125.2,80.7667,117.567,89.2167,115.833,87.6833,64.3,109.65,62.2,103.967,90.55,98.6333,103.3,59.95,88.8,45.9833,72.4167,93.0667,110.75,64.35,101.083,45.4167,72.7167,1.73333,142.167,104.467,95.1833,67.6333,99.9,130.6,138.35,76.3333,144.983,94.5667,140.95,56.0167,142.267,102.683,95.5,113.917,158.933,86.5,102.783,42.65,71.45,57.0667,72.6333,55,112.567,127.4,98.3,77.1333,84.7667,89.5,107.35
154.4,155.733,173.4,161.333,143.9,143.367,111.217,123.05,109.967,133.1,147.8,145.55,150.25,138.733,117.183,106.933,169.283,181.117,123.467,129.533,131.5,151.85,164.5,180.25,153.517,176.717,160.133,126.05,146.117,3.4,74.85,166.95,120.817,56.0667,198.7,93.5667,103.75,199.967,146.8,192.733,130.467,134.217,180.217,157.617,142.35,182.633,143.767,152.3,135.917,126.233,155.5,111.85,148.95,154.633,166.9,158.767,135.283,97.7667,128.667,120.533
114.417,115.45,138.467,121.4,103.15,97.2167,70.7167,83.05,69.7,92.0333,106.85,105.633,109.25,86.6,75.1,91.9167,129.517,141.75,81.0333,88.5833,90.7,111.4,124.533,140.3,114.183,137.933,119.8,89.85,105.317,74.4,1.78333,126.65,80.3667,39.65,155.083,83.8167,105.783,156.183,106.7,152.533,90.0333,119.317,140.517,80.7333,85.8,142.783,102.85,111.317,94.95,86.0833,115,93.1833,96.2,115.233,127,83.6167,95.3333,59.4333,87.4,80.6667
125.783,127,158.233,142.65,117.65,130.467,84.5833,102.3,88.5667,105.983,110.15,65.8,82.0833,125.983,88.0167,90.4,49.4333,53.8167,74.25,100.767,101.183,92.8667,9.93333,39.3,63.5,54.1,85.1167,74.4833,92.4333,163.967,126.683,0.666667,69.2333,122.567,53.1167,160.483,99.7333,52.7333,76.4333,50.5667,79.6333,153.783,36.05,121.65,129.7,67.1333,108.017,56.1667,93.9333,75,108.85,73.05,121.567,97.5833,99.65,125.15,81.0667,107.067,86.9,115.767
93.4833,88.2167,101.75,93.95,81.6833,81,38.1667,84.4833,49,67.9833,97.35,42.85,99.5833,63.3,66.7833,65.1167,95.5,81.75,24.95,79.2,46.5,105.933,69.9333,86.0667,79.5833,77.8,78.5833,19.3833,71.4833,122.133,84.3167,72.2667,1.23333,79.9333,102,118.3,67.1833,102.667,39.1167,98.5,25.85,102.95,79.2667,86.1167,80.7833,117.3,124.017,95.55,53.9333,19.8667,76.9667,56.9333,60.5333,55.2833,117.417,89.1667,36.2667,83.4667,78.3167,68.5833
104.217,105.433,132.383,111.117,95.6333,87.2833,61.0667,75.6833,60.2833,85.3,96.6167,95.25,99.0167,66.35,65.1167,54.9167,119.383,131.3,71.0667,78.2333,80.2333,101.133,114.433,130.25,103.883,127.65,109.75,75.25,95.1833,60.8333,34.6667,116.867,70.0833,0.25,145.283,64.1167,51.9,146.383,96.55,142.367,79.3167,106.367,130.333,70.7833,76.0667,132.55,92.6,101.167,85,75.7333,105.033,60.4833,69.8167,105.067,116.733,73.5833,84.9833,47.9167,77.5667,70.1833
