0.566667,5.76667,23.25,14.3333,44.0667,88.9833,59.45,42.3333,59.5167,49.2667,141.433,107.283,145.083,104.133,112.15,101.1,157.6,141.067,90,125.15,98.2333,144.4,131.05,147.533,114.15,139.333,125.167,80.4833,125.867,151.867
5.75,0.766667,19.4333,10.7167,44.85,91,60.3,44.0667,59.5,49.6167,142.133,107.3,153.05,104.7,113.05,101.783,157.833,141.4,93.15,126.4,98.55,145.8,131.867,147.833,115.05,140.15,125.667,80.85,126.467,153.183
9.43333,7.11667,0.383333,14.65,45.4167,91.3667,59.75,44.5333,60.3,49.7667,144.533,109.783,154.867,106.433,115.45,104.5,160.25,144.617,94.7167,128.85,100.75,148.183,134.633,150.867,118.117,142.733,128.35,82.7333,128.95,162.267
14.75,11.8167,15.25,0.333333,50.3,99.9833,66.0167,48.65,64.7167,55.15,148.45,113.117,168.8,110.05,119.117,108.283,163.483,148.017,98.3833,132.25,104.133,151.933,137.933,154.267,121,145.983,136.833,84.95,131.817,174.967
50.1167,51.1,60.0333,56.8833,0.75,79.9667,40.1333,45.2,42.1833,29.8333,130.433,86.4333,133.783,86.05,105.167,89.7,137.767,121.6,77.2333,114.017,75.35,163.017,111.767,127.883,92.3,119.817,103.3,62.75,105.667,135.083
84.7667,96.2,102.917,101.967,80.85,2.41667,70.1333,53.2833,73.0167,75.2667,127.967,103.567,131.35,87.4167,96.5833,87.2,151.517,138.433,82.8333,111.683,96.2167,131.15,129.517,145.433,112.2,137.333,123.25,83.5833,124.167,145.15
66.55,77.5333,82.8667,79.5,45.25,71.2833,0.383333,49.9833,17.9,38.5,99.7333,65.35,104.75,51.3,75.3,60.1667,111.983,95.6167,52.3833,84.9167,53.25,104.15,85.8667,101.967,69.1,93.8333,80.65,36.1667,78.9667,110.583
36.85,39.5667,56.4833,47.5833,47.3333,55,45.9167,0.666667,40.5167,49.0667,113.95,103.583,117.633,75.8167,88.45,73.6,129.15,112.7,68.55,97.5667,86.35,115.867,102.717,118.95,86.45,110.95,124.35,57.3333,115.383,123.533
59.6833,60.6833,74.0833,66.8333,37.6667,66,17.1167,41.6167,0.116667,30.9333,96.9333,66.7833,100.567,50.1833,65.6167,55.8667,121.267,98.4,42.7667,80.75,61.5667,100.083,88.6667,105.017,71.75,96.7,97.4833,38.5667,88.0167,106.3
55.9333,57.3,69.5333,63.6667,22.55,73.9333,31.7333,40.6,31.0333,0.033333,119.95,77.9333,123.45,75.6333,90.1667,79.35,127.867,110.917,68.5667,103.667,67.25,153.433,101.4,117.583,84.3,109.75,94.5167,51.3,94.7667,129.55
147.233,148.383,166.583,154.217,126.067,129.767,102.9,111.817,98.6333,119.083,4.06667,112.433,63.85,115.633,82.0667,67.8833,91.35,128.533,97.7333,109.517,99.3333,35.1333,85.2333,101.167,93.3833,125.333,87.5667,129.95,87.1833,147.333
103.417,105.5,119.367,111.483,87.8833,105.5,59.25,72.3667,81.9667,78.9167,114.483,0.566667,120.983,70.4,121.333,82.8167,125.483,76.4167,50.6833,100.317,21.5833,94.2167,62.2167,78.6,49.8167,72.6833,51.2,44.4167,63.4167,146.6
146.3,147.467,168.183,155.183,127.733,131.45,104.517,112.733,100.25,120.65,67.65,117.617,0.616667,131.5,108.967,115.667,84.4833,113.633,100.467,126.45,153.7,69.9333,78.3167,94.1167,105.783,112.017,130.233,103.3,111.833,149.2
105.25,106.283,116.083,110.3,86.05,89.9833,56.8833,72.1,47.3167,78.9167,91.8,68.2,131.733,0.016667,56.5667,41.95,134.117,110.55,36.2,72.4333,50.25,106.267,128.75,113.867,93.8333,105.917,74.5,59.05,57.1667,114.017
115.817,116.967,136.1,122.967,94.5,96.8333,71.7333,76.9,66.3667,90.3167,85.0167,112.033,111.183,66.9333,1.01667,28.2667,92.5,125.3,67.1833,34.6167,87.45,88.45,86.7833,102.65,95.2833,120.35,114.467,68.65,99.8333,114.35
104.383,105.367,129.483,111.35,84.3833,86.3333,60.8,68.4333,57.7667,77.1333,73.2667,92.5667,74.95,47.3833,27.4333,0.533333,95.3167,118.117,57.7667,56.7,72.6167,77.7833,89.6333,105.5,116.3,113.2,97.0167,63.3833,81.5333,104.417
149.383,151.717,164.417,157.233,133.367,151.367,110.217,179.967,159.917,125.5,93,124.867,85.5833,134.483,91.7167,94.05,0.533333,101.667,130.083,104.583,110.083,97.4833,48.8333,62,79.1167,91.7833,103.867,143.717,100.9,167.533
135.05,137.183,151.117,143.267,117.45,139.333,93.6667,106.65,97.5333,110.283,128,75.25,116.15,109.583,122.917,121.883,95.1167,3.61667,83.9167,134.783,94.2,108.15,49.4167,76.5167,70.6333,63.0167,77.1,83.8333,104.65,178.7
99.45,100.6,115.05,106.683,78.9333,83.8333,45.25,60.3333,37.4333,71.85,95.6,51.7667,98.4167,42.0833,65.2833,57.35,126.983,86.15,0.766667,77.9,34.3,98.1833,74.35,90.0167,59.2167,82.1,68.0833,29.8167,59.4833,118.017
127.117,128.25,147.45,134.15,105.5,110.5,83.3167,91.1,79.4667,99.9167,84.45,101.317,84.1167,81.3333,39.5,56.65,104.233,134.667,79.7667,0.2,84.3167,88.7833,98.6167,114.533,107.817,131.983,106.95,81.5667,92.6,128
113.617,114.733,118.05,110.383,90.3333,101.283,57.1667,85.1,59.5167,76.5833,98.9333,20.4667,98.5333,53.3,68.0333,67.7833,108.85,93.75,33.3167,80.7167,1.63333,79.5333,103.4,98.0667,70.3833,90.45,49.9333,47.3167,44.6,134.383
