0,10.4403,3,7.07107,5,12.2066,14.1421,11.1803,52.2015,47.4342,48.1041,43.4626,53.8516,44.7214,50.5371,51.4782,47.1699,82.2253,76.9025,72.0347,77.3175,108.904,94.6414,87.8635,98.3107,157.696,169.499,132.575,136.894,163.954,153.47,133.645,122,145.121,126.052,129.85,140.246,128.004,152.555,149.215,128.316,137.481,122.442,132.008,124.326,98.0051,66.0303,116.4,86.3713,147.054,129.653,85.3288,88.2326,137.295,104.862,98.4124,99.3277,67.0298,67.624,88.3233,111.072,136.066,115.352,112.294,109.659,98.3107,115.039,121.491,85.235,100.846,143.171,141.032,86.2844,79.404,62.2896,122.188,72.3671,88.3912,72.2011,110.386,119.013,92.4175,107.229,99.96,114.18,72.5328,85.3756,112.929,130.981,81.3941,112.004,111.946,128.378,110.91,102.108,103.092,48.0833,101.079,86.093,111.306
10.4403,0,10,5.38516,10.198,4,7,8.60233,41.7612,37,37.6962,33.1059,43.4626,34.4819,40.3113,41.3401,37.2022,73.3757,68.0074,63.2456,80.0562,113.565,99.2472,93.3006,100.18,163.49,174.416,137.786,142.172,169.541,157.544,139.176,127.094,149.643,133.963,137.877,148.923,136.499,160.655,157.41,137.244,144.451,131.137,140.858,134.015,106.527,74.5185,118.271,90.802,153.212,133.989,90.5207,96.6747,144.627,113.23,105.679,105.475,70.4557,74.793,96.2601,120.216,140.616,119.52,117.154,116.765,103.325,122.119,129.619,93.2309,108.724,149.883,148.718,96.3846,85.6154,66.9403,126.905,74.108,97.6729,82.0975,118.6,126.178,98.0306,111.306,106.513,120.333,78.5493,91.0824,121.754,133.135,88.8369,119.817,118.309,135.595,118.338,107.838,109.385,54.5619,108.407,94.0479,119.281
3,10,0,5.38516,2,10.7703,12.2066,8.60233,51.4198,46.5725,47.1275,42.3792,52.811,43.4626,49.2443,50.0899,45.6508,82.9699,77.6209,72.8011,80.3057,111.879,97.6217,90.802,101.272,160.59,172.456,135.518,139.832,166.865,156.461,136.565,124.952,148.098,128.631,132.401,142.611,130.43,155.081,151.717,130.599,140.236,124.808,134.317,126.254,100.439,68.5055,119.365,89.3588,149.913,132.639,88.2836,90.6973,139.989,107.336,101.134,102.201,70.0286,70.3847,90.9175,113.278,139.043,118.343,115.261,112.401,101.272,117.784,124.02,87.818,103.446,145.962,143.656,87.9204,82.28,65.2763,125.16,75.3127,90.5539,74.027,112.898,121.742,95.3415,110.223,102.786,117.047,75.4321,88.295,115.256,133.959,84.0952,114.612,114.791,131.095,113.596,105.019,105.948,50.9608,103.788,88.6848,113.877
7.07107,5.38516,5.38516,0,5,5.38516,7.07107,5,46.0977,41.2311,41.7612,37,47.4342,38.0789,43.8634,44.7214,40.3113,78.7464,73.3757,68.6222,82.0244,114.586,100.285,93.8616,102.591,163.884,175.328,138.514,142.864,170.062,158.912,139.718,127.883,150.765,132.925,136.752,147.272,135,159.477,156.157,135.37,144.087,129.468,139.054,131.366,105,73.0068,120.702,91.9239,153.379,135.204,91.2195,95.2103,144.014,111.83,105.095,105.622,72.0625,74.2496,95.1893,118.14,141.718,120.814,118.068,116.297,104.139,121.672,128.413,92.1141,107.703,149.693,147.851,93.1933,85.703,67.897,127.906,76.531,95.462,79.2023,117.324,125.674,98.4937,112.641,106.405,120.487,78.7464,91.4822,119.971,135.447,88.1192,118.849,118.33,135.059,117.648,108.24,109.444,54.4243,107.782,92.9624,118.191
5,10.198,2,5,0,10.198,11.1803,7.07107,50.9902,46.0977,46.5725,41.7612,52.2015,42.72,48.4665,49.2443,44.7214,83.5225,78.1601,73.3757,82.2982,113.864,99.6092,92.7631,103.247,162.521,174.428,137.481,141.792,168.808,158.455,138.514,126.921,150.083,130.361,134.112,144.201,132.061,156.774,153.395,132.136,142.077,126.4,135.871,127.562,102.078,70.1783,121.342,91.351,151.822,134.629,90.2552,92.358,141.792,109,102.956,104.12,72.0278,72.2357,92.6607,114.769,141.028,120.337,117.239,114.237,103.247,119.62,125.718,89.5545,105.19,147.828,145.413,89.0505,84.2021,67.2681,127.142,77.2787,92.0217,75.2861,114.586,123.568,97.2934,112.219,104.676,118.962,77.3692,90.2441,116.825,135.945,85.9069,116.362,116.692,132.914,115.395,106.963,107.856,52.8867,105.603,90.4268,115.603
12.2066,4,10.7703,5.38516,10.198,0,3,5.83095,40.7922,35.9026,36.4005,31.6228,42.0595,32.6956,38.4838,39.3573,34.9857,74.6726,69.2892,64.622,84.0536,117.478,103.16,97.1236,104.173,167.287,178.317,141.651,146.031,173.367,161.505,143.003,130.969,153.574,137.295,141.174,151.98,139.628,163.933,160.655,140.186,148.034,134.183,143.837,136.499,109.636,77.6209,122.262,94.7259,156.952,137.931,94.3716,99.8098,148.125,116.4,109.179,109.202,74.4312,78.2943,99.5691,123.045,144.544,123.471,121.05,120.308,107.201,125.67,132.88,96.5194,112.058,153.522,152.122,98.4784,89.3197,70.8308,130.817,78.1025,100.419,84.4038,121.828,129.711,101.833,115.261,110.168,124.064,82.28,94.8683,124.74,137.131,92.2822,123.175,122.004,139.119,121.803,111.629,113.088,58.1808,111.893,97.3499,122.589
14.1421,7,12.2066,7.07107,11.1803,3,0,5,40.3113,35.3553,35.6931,30.8058,41.2311,31.6228,37.3363,38.0789,33.541,75.7694,70.3847,65.7951,87.0517,120.416,106.099,100,107.168,170.141,181.246,144.554,148.93,176.241,164.478,145.88,133.881,156.525,139.818,143.67,154.302,142.004,166.412,163.11,142.425,150.735,136.499,146.103,138.409,112.004,80,125.256,97.6729,159.765,140.89,97.2677,102.201,150.765,118.811,111.826,112.009,77.4145,80.9506,102.083,125.208,147.492,126.436,123.976,122.984,110.114,128.351,135.351,99.0202,114.586,156.263,154.693,100.125,92.1141,73.7564,133.754,81.0987,102.533,86.2148,124.278,132.378,104.695,118.229,112.925,126.874,85.0941,97.719,127.016,140.129,94.8947,125.718,124.788,141.778,124.423,114.481,115.879,60.9262,114.529,99.8599,125.096
11.1803,8.60233,8.60233,5,7.07107,5.83095,5,0,45.2769,40.3113,40.6079,35.6931,46.0977,36.4005,42.0595,42.72,38.0789,80.4114,75.0267,70.3847,87.023,119.52,105.224,98.7168,107.564,168.68,180.236,143.391,147.733,174.889,163.884,144.554,132.774,155.708,137.201,140.982,151.208,139.032,163.67,160.312,139.176,148.647,133.405,142.902,134.618,109.041,77.1038,125.674,96.8762,158.114,140.161,96.1041,99.2975,148.476,115.935,109.59,110.368,77.0584,78.7909,99.4786,121.828,146.659,125.782,122.984,120.83,109.041,126.21,132.608,96.3846,112.004,154.315,152.201,96.0208,90.4434,72.8354,132.834,81.4985,99.0858,82.3286,121.491,130.188,103.325,117.614,111.072,125.228,83.5225,96.3016,123.847,140.431,92.5743,123.167,123.033,139.556,122.09,113.053,114.162,59.1354,112.259,97.2471,122.45
52.2015,41.7612,51.4198,46.0977,50.9902,40.7922,40.3113,45.2769,0,5,5.38516,10.198,5,11.1803,9.43398,11.1803,14.1421,45.3431,40.6079,37.7359,101.553,138.654,124.908,121.758,117.047,190.665,198.406,163.71,168.181,195.898,179.075,166.09,153,172.931,168.386,172.586,185.456,172.627,195.29,192.38,174.642,175.801,167.92,177.992,173.643,143.178,111.826,133.881,116.469,181.797,157.178,118.431,133.304,177.102,149.335,138.852,135.429,95.0158,108.894,131.552,158.405,164.283,142.762,142.706,149.164,130,154.302,164.757,128.763,143.544,180.314,182.222,137.295,116.662,95.2103,151.608,93.2309,136.484,122.589,154.175,158.521,126.752,134.659,137.612,149.773,109.481,120.433,159.022,148.933,123.045,154.208,148.449,167.887,151.644,136.459,139.617,88.4138,141.676,129.449,154.156
47.4342,37,46.5725,41.2311,46.0977,35.9026,35.3553,40.3113,5,0,2,5.38516,7.07107,7.07107,8,10,11.1803,48.7955,43.8634,40.6079,99.5389,136.418,122.544,119.038,115.694,188.303,196.469,161.45,165.922,193.652,177.406,163.71,150.712,171.026,165.012,169.177,181.794,169.012,191.919,188.958,170.836,172.861,164.201,174.23,169.461,139.445,107.935,132.774,114.061,179.234,155.242,115.763,129.557,174.011,145.691,135.591,132.575,92.5905,105.418,127.988,154.457,162.308,140.769,140.428,146.031,127.534,151.208,161.276,125.16,140.071,177.505,178.997,132.834,113.6,92.358,149.466,91.4166,132.412,118.207,150.615,155.416,124.02,132.62,134.618,147.027,106.4,117.597,155.219,147.872,119.604,150.814,145.609,164.806,148.395,133.776,136.741,84.8646,138.409,125.865,150.695
